Artist,Album,Author,Date,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Genre 9,Genre 10,Genre 11,Genre 12,Genre 13,Genre 14,Genre 15,Genre 16,Genre 17,Genre 18,Genre 19,Genre 20,Genre 21,Genre 22,Rating,DR Score,Label,Comments
Vardan,Winter Woods,Madam X,"June 16, 2015",Black Metal,Italian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3,1,Moribund Records,65
WRVTH,WRVTH,Grymm,"June 15, 2015",American Metal,Death Metal,Djent,Death Metal,Djent,,,,,,,,,,,,,,,,,,2.5,4,Unique Leader Records,23
Autokrator,Autokrator,Kronos,"June 15, 2015",Death Metal,Drone,French Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,,29
Total Negation,Zeitzeuge,Dr. A.N. Grier,"June 13, 2015",Black Metal,German Metal,Black Metal,,,,,,,,,,,,,,,,,,,,2.5,11,Temple of Torturous,6
Virgin Steele,Nocturnes of Hellfire and Damnation,Steel Druhm,"June 13, 2015",Folk Metal,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,,66
iwrestledabearonce,Hail Mary,El Cuervo,"June 12, 2015",American Metal,Metalcore,Metalcore,,,,,,,,,,,,,,,,,,,,,,,71
Vattnet Viskar,Settler,Grymm,"June 11, 2015",American Metal,Black Metal,Post-Metal,Black Metal,Post-Metal,,,,,,,,,,,,,,,,,,3.5,8,Century Media,39
This page can’t be found.,,Grymm,"June 11, 2015",American Metal,Black Metal,Post-Metal,Black Metal,Post-Metal,,,,,,,,,,,,,,,,,,3.5,8,Century Media,39
This page can’t be found.,,Grymm,"June 11, 2015",American Metal,Black Metal,Post-Metal,Black Metal,Post-Metal,,,,,,,,,,,,,,,,,,3.5,8,Century Media,39
This page can’t be found.,,Grymm,"June 11, 2015",American Metal,Black Metal,Post-Metal,Black Metal,Post-Metal,,,,,,,,,,,,,,,,,,3.5,8,Century Media,39
This page can’t be found.,,Grymm,"June 11, 2015",American Metal,Black Metal,Post-Metal,Black Metal,Post-Metal,,,,,,,,,,,,,,,,,,3.5,8,Century Media,39
Night Flight Orchestra,Skyline Whispers,Dr. Fisting,"June 11, 2015",Heavy Metal,Not Metal,Swedish Metal,Heavy Metal,Not Metal,,,,,,,,,,,,,,,,,,,,,65
Insect Ark,Portal/Well,Roquentin,"June 8, 2015",American Metal,Avante Garde,Doom Metal,Doom Metal,Experimental Metal,,,,,,,,,,,,,,,,,,3,7,Autumnsongs Records,12
This page can’t be found.,,Roquentin,"June 8, 2015",American Metal,Avante Garde,Doom Metal,Doom Metal,Experimental Metal,,,,,,,,,,,,,,,,,,3,7,Autumnsongs Records,12
Deuil,Shock/Deny,Jean-Luc Ricard,"June 8, 2015",Belgian Metal,Black Metal,Doom Metal,Black Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,6
Possession,1585-1646,Diabolus in Muzaka,"June 5, 2015",Belgian Metal,Black Metal,Death Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,3,9,Invictus Productions,27
Pyrrhon,Growth Without End,Kronos,"June 5, 2015",American Metal,Avante Garde,Death Metal,Grind,Death Metal,Experimental Metal,,,,,,,,,,,,,,,,,4,9,Handshake Inc.,25
Withering Soul,Adverse Portrait,Madam X,"June 4, 2015",American Metal,Black Metal,Melodic Death Metal,Melodic Black Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,2.5,6,Mortal Music,6
This page can’t be found.,,Madam X,"June 4, 2015",American Metal,Black Metal,Melodic Death Metal,Melodic Black Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,2.5,6,Mortal Music,6
This page can’t be found.,,Madam X,"June 4, 2015",American Metal,Black Metal,Melodic Death Metal,Melodic Black Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,2.5,6,Mortal Music,6
This page can’t be found.,,Madam X,"June 4, 2015",American Metal,Black Metal,Melodic Death Metal,Melodic Black Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,2.5,6,Mortal Music,6
This page can’t be found.,,Madam X,"June 4, 2015",American Metal,Black Metal,Melodic Death Metal,Melodic Black Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,2.5,6,Mortal Music,6
Encyrcle,Encyrcle,Steel Druhm,"June 4, 2015",Danish Metal,Heavy Metal,Speed Metal,Thrash Metal,Heavy Metal,Speed Metal,,,,,,,,,,,,,,,,,3.5,8,Unspeakable Axe Records,25
Shining,"IX: Everyone, Everything, Everywhere, Ends",Angry Metal Guy,"June 1, 2015",Black Metal,Swedish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,,,43
This page can’t be found.,,Angry Metal Guy,"June 1, 2015",Black Metal,Swedish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,,,43
Helloween,My God-Given Right,Steel Druhm,"May 31, 2015",German Metal,Heavy Metal,Power Metal,,,,,,,,,,,,,,,,,,,,2.5,7,Nuclear Blast,38
Armored Saint,Win Hands Down,Steel Druhm,"May 31, 2015",American Metal,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,,43
Ebonillumini,Arktos,Steel Druhm,"May 30, 2015",Avante Garde,Black Metal,English Metal,Black Metal,,,,,,,,,,,,,,,,,,,2.5,5,Wickerman Recordings,22
This page can’t be found.,,Steel Druhm,"May 30, 2015",Avante Garde,Black Metal,English Metal,Black Metal,,,,,,,,,,,,,,,,,,,2.5,5,Wickerman Recordings,22
Eschaton,Sentinel Apocalypse,Kronos,"May 30, 2015",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,1.5,6,Unique Leader Records,23
Amestigon,Thier,Roquentin,"May 28, 2015",Austrian Metal,Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,4.5,6,World Terror Committee,50
Vargnatt,Grausammler,Diabolus in Muzaka,"May 28, 2015",Black Metal,German Metal,Post-Metal,Shoegaze,,,,,,,,,,,,,,,,,,,1.5,9,Eisenwald Records,22
George Kollias,Invictus,Kronos,"May 27, 2015",Death Metal,Greek Metal,Death Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,2.5,8,Season of Mist,29
This page can’t be found.,,Kronos,"May 27, 2015",Death Metal,Greek Metal,Death Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,2.5,8,Season of Mist,29
Feared,Synder,L. Saunders,"May 26, 2015",Death Metal,Swedish Metal,Thrash Metal,Melodic Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,,3,6,Self-Released,4
This page can’t be found.,,L. Saunders,"May 26, 2015",Death Metal,Swedish Metal,Thrash Metal,Melodic Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,,3,6,Self-Released,4
King Parrot,Dead Set,Mark Z.,"May 24, 2015",Australian Metal,Death Metal,Grind,Thrash Metal,Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,3.5,4,Housecore Records,4
Pyramaze,Disciples of the Sun,Steel Druhm,"May 23, 2015",Danish Metal,Power Metal,Progressive Metal,Power Metal,Progressive Metal,,,,,,,,,,,,,,,,,,4.5,7,Inner Wound Recordings,46
Ashbringer,Vacant,Grymm,"May 23, 2015",American Metal,Avante Garde,Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,3.5,8,Avantgarde Music,21
Nekrogoblikon,Heavy Meta,Madam X,"May 22, 2015",American Metal,Folk Metal,Hard Rock,Heavy Metal,Melodic Death Metal,Metalcore,Progressive Metal,Folk Metal,Hard Rock,Heavy Metal,Melodic Death Metal,Metalcore,Progressive Metal,,,,,,,,,,3.5,7,Music Box,13
This page can’t be found.,,Madam X,"May 22, 2015",American Metal,Folk Metal,Hard Rock,Heavy Metal,Melodic Death Metal,Metalcore,Progressive Metal,Folk Metal,Hard Rock,Heavy Metal,Melodic Death Metal,Metalcore,Progressive Metal,,,,,,,,,,3.5,7,Music Box,13
Öxxö Xööx,Nämïdäë,El Cuervo,"May 19, 2015",Avante Garde,Doom Metal,French Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,,20
This page can’t be found.,,El Cuervo,"May 19, 2015",Avante Garde,Doom Metal,French Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,,20
Valborg,Romantik,Dr. A.N. Grier,"May 18, 2015",Death Metal,Doom Metal,German Metal,Gothic Metal,Death Metal,Doom Metal,Gothic Metal,,,,,,,,,,,,,,,,2.5,9,Temple of Torturous,12
This page can’t be found.,,Dr. A.N. Grier,"May 18, 2015",Death Metal,Doom Metal,German Metal,Gothic Metal,Death Metal,Doom Metal,Gothic Metal,,,,,,,,,,,,,,,,2.5,9,Temple of Torturous,12
This page can’t be found.,,Dr. A.N. Grier,"May 18, 2015",Death Metal,Doom Metal,German Metal,Gothic Metal,Death Metal,Doom Metal,Gothic Metal,,,,,,,,,,,,,,,,2.5,9,Temple of Torturous,12
Hypothermia,Svartkonst,Madam X,"May 16, 2015",Black Metal,Swedish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,,,10
Civil War,Gods and General,Steel Druhm,"May 16, 2015",Heavy Metal,Power Metal,Swedish Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,44
Ironsword,None But the Brave,Steel Druhm,"May 15, 2015",Epic Metal,Heavy Metal,Portuguese Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,4,6,Shadow Kingdom Records,36
This page can’t be found.,,Steel Druhm,"May 15, 2015",Epic Metal,Heavy Metal,Portuguese Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,4,6,Shadow Kingdom Records,36
Artaius,Torn Banners,Madam X,"May 14, 2015",Folk Metal,Italian Metal,Progressive Metal,Folk Metal,Melodic Metal,Progressive Metal,,,,,,,,,,,,,,,,,2.5,6,Bakerteam Records,9
Cain’s Offering,Stormcrow,Steel Druhm,"May 14, 2015",Finnish Metal,Heavy Metal,Power Metal,Heavy Metal,Power Metal,,,,,,,,,,,,,,,,,,,,,39
This page can’t be found.,,Steel Druhm,"May 14, 2015",Finnish Metal,Heavy Metal,Power Metal,Heavy Metal,Power Metal,,,,,,,,,,,,,,,,,,,,,39
Corpse Garden,Entheogen,Roquentin,"May 13, 2015",Costa Rican Metal,Death Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,,3,7,Satanath Records,11
This page can’t be found.,,Roquentin,"May 13, 2015",Costa Rican Metal,Death Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,,3,7,Satanath Records,11
Entrails,Obliteration,Steel Druhm,"May 12, 2015",Death Metal,Swedish Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,,,6
Weedeater,Goliathan,El Cuervo,"May 11, 2015",American Metal,Sludge,Stoner Rock,Sludge Metal,Stoner Metal,,,,,,,,,,,,,,,,,,3,7,Season of Mist,7
Arcturus,Arcturian,Dr. A.N. Grier,"May 9, 2015",Avante Garde,Norwegian Metal,,,,,,,,,,,,,,,,,,,,,3.5,7,Prophecy Productions,66
Ninkharsag,The Blood of Celestial Kings,Madam X,"May 9, 2015",Black Metal,English Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,,,32
Korpiklaani,Noita,Steel Druhm,"May 8, 2015",Finnish Metal,Folk Metal,Folk Metal,,,,,,,,,,,,,,,,,,,,3,5,Nuclear Blast,22
This page can’t be found.,,Steel Druhm,"May 8, 2015",Finnish Metal,Folk Metal,Folk Metal,,,,,,,,,,,,,,,,,,,,3,5,Nuclear Blast,22
Tengger Cavalry,Blood Sacrifice Shaman,Grymm,"May 8, 2015",Death Metal,Folk Metal,Death Metal,Folk Metal,Instrumental Metal,,,,,,,,,,,,,,,,,,3,7,Metal Hell Records,18
Six Feet Under,Crypt of the Devil,Steel Druhm,"May 7, 2015",American Metal,Death Metal,Death Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,48
Xul,Extinction Necromance,El Cuervo,"May 6, 2015",Black Metal,Canadian Metal,Death Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,1.5,7,Self-Released,8
Coal Chamber,Rivals,Dr. Fisting,"May 5, 2015",American Metal,Not Metal,Not Metal,,,,,,,,,,,,,,,,,,,,0.5,5,Napalm Records,140
This page can’t be found.,,Dr. Fisting,"May 5, 2015",American Metal,Not Metal,Not Metal,,,,,,,,,,,,,,,,,,,,0.5,5,Napalm Records,140
This page can’t be found.,,Dr. Fisting,"May 5, 2015",American Metal,Not Metal,Not Metal,,,,,,,,,,,,,,,,,,,,0.5,5,Napalm Records,140
Undead,False Prophecies,Diabolus in Muzaka,"May 5, 2015",Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,6,Listenable Records,15
Satan’s Wrath,Die Evil,Madam X,"May 3, 2015",Black Metal,Greek Metal,Thrash Metal,Black Metal,Thrash Metal,,,,,,,,,,,,,,,,,,2.5,6,Metal Blade Records,10
This page can’t be found.,,Madam X,"May 3, 2015",Black Metal,Greek Metal,Thrash Metal,Black Metal,Thrash Metal,,,,,,,,,,,,,,,,,,2.5,6,Metal Blade Records,10
Deadspace,The Promise Of Oblivion,Madam X,"May 1, 2015",Australian Metal,Black Metal,Gothic Metal,Black Metal,Gothic Metal,,,,,,,,,,,,,,,,,,3.5,7,Self-Released,18
Wiegedood,De Doden Hebben Het Goed,Dr. A.N. Grier,"April 30, 2015",Belgian Metal,Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3,5,Consouling Sounds,15
Kamelot,Haven,Steel Druhm,"April 29, 2015",American Metal,Heavy Metal,Power Metal,Progressive Metal,Heavy Metal,Power Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,72
Blackwelder,Survival of the Fittest,Steel Druhm,"April 29, 2015",American Metal,German Metal,Heavy Metal,Power Metal,Heavy Metal,Power Metal,,,,,,,,,,,,,,,,,,,,23
Monolord,Vænir,Roquentin,"April 28, 2015",Doom Metal,Stoner Rock,Swedish Metal,Doom Metal,Stoner Metal,Stoner Rock,,,,,,,,,,,,,,,,,3,7,RidingEasy Records,7
This page can’t be found.,,Roquentin,"April 28, 2015",Doom Metal,Stoner Rock,Swedish Metal,Doom Metal,Stoner Metal,Stoner Rock,,,,,,,,,,,,,,,,,3,7,RidingEasy Records,7
Sigh,Graveward,Kronos,"April 27, 2015",Avante Garde,Black Metal,Japanese Metal,Symphonic Metal,Black Metal,Symphonic Metal,,,,,,,,,,,,,,,,,,,,39
This page can’t be found.,,Kronos,"April 27, 2015",Avante Garde,Black Metal,Japanese Metal,Symphonic Metal,Black Metal,Symphonic Metal,,,,,,,,,,,,,,,,,,,,39
Bell Witch,Four Phantoms,El Cuervo,"April 25, 2015",American Metal,Death Metal,Doom Metal,Death Metal,Doom Metal,,,,,,,,,,,,,,,,,,2.5,3,Profound Lore Records,33
Raven,ExtermiNation,Steel Druhm,"April 24, 2015",English Metal,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,3,6,SPV,22
This page can’t be found.,,Steel Druhm,"April 24, 2015",English Metal,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,3,6,SPV,22
Seagrave,Stabwound,Mark Z.,"April 23, 2015",Austrian Metal,Black Metal,Shoegaze,Black Metal,Post-Metal,Shoegaze,,,,,,,,,,,,,,,,,3,7,Art of Propaganda Records,5
This page can’t be found.,,Mark Z.,"April 23, 2015",Austrian Metal,Black Metal,Shoegaze,Black Metal,Post-Metal,Shoegaze,,,,,,,,,,,,,,,,,3,7,Art of Propaganda Records,5
Kontinuum,Kyrr,Madam X,"April 22, 2015",Avante Garde,Black Metal,Doom Metal,Icelandic Metal,Not Metal,Not Metal,Post-Metal,Post-Rock,Ambient Metal,Doom Metal,Gothic Metal,Not Metal,Post-Metal,Progressive Metal,,,,,,,,,3.5,7,Candlelight Records,37
This page can’t be found.,,Madam X,"April 22, 2015",Avante Garde,Black Metal,Doom Metal,Icelandic Metal,Not Metal,Not Metal,Post-Metal,Post-Rock,Ambient Metal,Doom Metal,Gothic Metal,Not Metal,Post-Metal,Progressive Metal,,,,,,,,,3.5,7,Candlelight Records,37
Incinerate,Eradicating Terrestrial Species,Kronos,"April 21, 2015",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,1.5,6,Self-Released,17
Ereb Altor,Nattramn,Steel Druhm,"April 20, 2015",Black Metal,Cyclone Empire,Doom Metal,Epic Metal,Swedish Metal,Black Metal,Doom Metal,Epic Metal,Viking Metal,,,,,,,,,,,,,,,,,11
This page can’t be found.,,Steel Druhm,"April 20, 2015",Black Metal,Cyclone Empire,Doom Metal,Epic Metal,Swedish Metal,Black Metal,Doom Metal,Epic Metal,Viking Metal,,,,,,,,,,,,,,,,,11
This page can’t be found.,,Steel Druhm,"April 20, 2015",Black Metal,Cyclone Empire,Doom Metal,Epic Metal,Swedish Metal,Black Metal,Doom Metal,Epic Metal,Viking Metal,,,,,,,,,,,,,,,,,11
Elderoth,Mystic,El Cuervo,"April 18, 2015",Canadian Metal,Power Metal,Progressive Metal,Power Metal,Progressive Metal,,,,,,,,,,,,,,,,,,3,7,Elderoth Entertainment,12
This page can’t be found.,,El Cuervo,"April 18, 2015",Canadian Metal,Power Metal,Progressive Metal,Power Metal,Progressive Metal,,,,,,,,,,,,,,,,,,3,7,Elderoth Entertainment,12
Radioactive Vomit,Ratsflesh,Diabolus in Muzaka,"April 17, 2015",Black Metal,Canadian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,2,8,Iron Bonehead Productions,7
Infernus,Grinding Christian Flesh,Jean-Luc Ricard,"April 16, 2015",American Metal,Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,2.5,6,Moribund Records,25
This page can’t be found.,,Jean-Luc Ricard,"April 16, 2015",American Metal,Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,2.5,6,Moribund Records,25
Chaos Echœs,Transient,Roquentin,"April 16, 2015",Avante Garde,Death Metal,French Metal,Death Metal,,,,,,,,,,,,,,,,,,,3.5,9,Nuclear War Now! Productions,9
Band of Spice,Economic Dancers,Madam X,"April 15, 2015",Hard Rock,Heavy Metal,Not Metal,Not Metal,Stoner Rock,Swedish Metal,Hard Rock,Heavy Metal,Stoner Metal,Stoner Rock,,,,,,,,,,,,,3.5,7,Scarlet Records,14
Område,Edari,Dr. A.N. Grier,"April 14, 2015",Avante Garde,French Metal,Avante Garde,,,,,,,,,,,,,,,,,,,,3.5,8,My Kingdom Music,25
Gruesome,Savage Land,Steel Druhm,"April 14, 2015",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,,,18
This page can’t be found.,,Steel Druhm,"April 14, 2015",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,,,18
Outre,Ghost Chants,Grymm,"April 13, 2015",Black Metal,Polish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,4.5,7,Godz ov War Productions,51
Khors,Night Falls Onto the Front of Ours,Steel Druhm,"April 12, 2015",Black Metal,Ukrainian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,2.5,5,Candlelight Records,17
This page can’t be found.,,Steel Druhm,"April 12, 2015",Black Metal,Ukrainian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,2.5,5,Candlelight Records,17
Apocalyptica,Shadowmaker,Madam X,"April 11, 2015",Finnish Metal,Hard Rock,Not Metal,Hard Rock,Neo-Classical Metal,Not Metal,,,,,,,,,,,,,,,,,3,6,Harmageddon Records,26
This page can’t be found.,,Madam X,"April 11, 2015",Finnish Metal,Hard Rock,Not Metal,Hard Rock,Neo-Classical Metal,Not Metal,,,,,,,,,,,,,,,,,3,6,Harmageddon Records,26
This page can’t be found.,,Madam X,"April 11, 2015",Finnish Metal,Hard Rock,Not Metal,Hard Rock,Neo-Classical Metal,Not Metal,,,,,,,,,,,,,,,,,3,6,Harmageddon Records,26
Infernal War,Axiom,Mark Z.,"April 10, 2015",Black Metal,Death Metal,Polish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,,13
This page can’t be found.,,Mark Z.,"April 10, 2015",Black Metal,Death Metal,Polish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,,13
This page can’t be found.,,Mark Z.,"April 10, 2015",Black Metal,Death Metal,Polish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,,13
Kiske/Somerville,City of Heroes,Steel Druhm,"April 8, 2015",German Metal,Hard Rock,Heavy Metal,Hard Rock,Heavy Metal,,,,,,,,,,,,,,,,,,,,,52
This page can’t be found.,,Steel Druhm,"April 8, 2015",German Metal,Hard Rock,Heavy Metal,Hard Rock,Heavy Metal,,,,,,,,,,,,,,,,,,,,,52
Forgotten Tomb,Hurt Yourself And The Ones You Love,Madam X,"April 7, 2015",Black Metal,Doom Metal,Italian Metal,Black Metal,Doom Metal,Groove Metal,,,,,,,,,,,,,,,,,2.5,6,Agonia Records,9
This page can’t be found.,,Madam X,"April 7, 2015",Black Metal,Doom Metal,Italian Metal,Black Metal,Doom Metal,Groove Metal,,,,,,,,,,,,,,,,,2.5,6,Agonia Records,9
This page can’t be found.,,Madam X,"April 7, 2015",Black Metal,Doom Metal,Italian Metal,Black Metal,Doom Metal,Groove Metal,,,,,,,,,,,,,,,,,2.5,6,Agonia Records,9
Arvas,Black Satanic Mysticism,Dr. A.N. Grier,"April 6, 2015",Black Metal,Norwegian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3,8,Aeternitas Tenebrarum Musicae Fundamentum,19
The Grotesquery,Curse of the Skinless Bride,Steel Druhm,"April 5, 2015",Death Metal,Swedish Metal,Death Metal,,,,,,,,,,,,,,,,,,,,3,8,Cyclone Empire,13
This page can’t be found.,,Steel Druhm,"April 5, 2015",Death Metal,Swedish Metal,Death Metal,,,,,,,,,,,,,,,,,,,,3,8,Cyclone Empire,13
Spectral Darkwave,Last First Contact,El Cuervo,"April 4, 2015",Doom Metal,English Metal,Melodic Death Metal,Symphonic Metal,Doom Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,2,6,Occidental Records,5
Heidevolk,Velua,Dr. A.N. Grier,"April 3, 2015",Dutch Metal,Folk Metal,Viking Metal,Folk Metal,Viking Metal,,,,,,,,,,,,,,,,,,4,6,Napalm Records,19
This page can’t be found.,,Dr. A.N. Grier,"April 3, 2015",Dutch Metal,Folk Metal,Viking Metal,Folk Metal,Viking Metal,,,,,,,,,,,,,,,,,,4,6,Napalm Records,19
This page can’t be found.,,Dr. A.N. Grier,"April 3, 2015",Dutch Metal,Folk Metal,Viking Metal,Folk Metal,Viking Metal,,,,,,,,,,,,,,,,,,4,6,Napalm Records,19
Morgoth,Ungod,Diabolus in Muzaka,"April 3, 2015",Death Metal,German Metal,Death Metal,,,,,,,,,,,,,,,,,,,,3.5,7,Century Media,25
Things You Might Have Missed 2014: Amaranthe,Massive Addictive,Angry Metal Guy,"April 1, 2015",Things You Might Have Missed 2014,,,,,,,,,,,,,,,,,,,,,,,,,75
Fulgora,Stratagem,Diabolus in Muzaka,"March 31, 2015",American Metal,Death Metal,Grind,Hardcore,Death Metal,Hardcore,,,,,,,,,,,,,,,,,2.5,7,Housecore Records,9
Ufomammut,Ecate,Roquentin,"March 31, 2015",Doom Metal,Italian Metal,Sludge,Doom Metal,Sludge,,,,,,,,,,,,,,,,,,4.5,8,Neurot Recordings,37
Steven Wilson,Hand. Cannot. Erase.,Angry Metal Guy,"March 30, 2015",Not Metal,Progressive Metal,Progressive Rock,,,,,,,,,,,,,,,,,,,,,,,63
This page can’t be found.,,Angry Metal Guy,"March 30, 2015",Not Metal,Progressive Metal,Progressive Rock,,,,,,,,,,,,,,,,,,,,,,,63
This page can’t be found.,,Angry Metal Guy,"March 30, 2015",Not Metal,Progressive Metal,Progressive Rock,,,,,,,,,,,,,,,,,,,,,,,63
This page can’t be found.,,Angry Metal Guy,"March 30, 2015",Not Metal,Progressive Metal,Progressive Rock,,,,,,,,,,,,,,,,,,,,,,,63
This page can’t be found.,,Angry Metal Guy,"March 30, 2015",Not Metal,Progressive Metal,Progressive Rock,,,,,,,,,,,,,,,,,,,,,,,63
Majesty,Generation Steel,Diabolus in Muzaka,"March 27, 2015",German Metal,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,1,7,NoiseArt Records,19
Negură Bunget,Tău,Jean-Luc Ricard,"March 26, 2015",Black Metal,Folk Metal,Romanian Metal,Black Metal,Folk Metal,,,,,,,,,,,,,,,,,,3,8,Lupus Lounge,12
This page can’t be found.,,Jean-Luc Ricard,"March 26, 2015",Black Metal,Folk Metal,Romanian Metal,Black Metal,Folk Metal,,,,,,,,,,,,,,,,,,3,8,Lupus Lounge,12
The Gentle Storm,The Diary [Vinyl],Angry Metal Guy,"March 26, 2015",Progressive Metal,Folk,Progressive Metal,Progressive Rock,,,,,,,,,,,,,,,,,,,,,,50
Acid Witch,Midnight Movies EP,Steel Druhm,"March 25, 2015",Death Metal,Doom Metal,Folk Metal,Death Metal,Doom Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,21
Melechesh,Enki,Grymm,"March 24, 2015",Black Metal,Dutch Metal,Thrash Metal,Black Metal,,,,,,,,,,,,,,,,,,,3,4,Nuclear Blast,35
This page can’t be found.,,Grymm,"March 24, 2015",Black Metal,Dutch Metal,Thrash Metal,Black Metal,,,,,,,,,,,,,,,,,,,3,4,Nuclear Blast,35
Barren Earth,On Lonely Towers,Angry Metal Guy,"March 23, 2015",Death Metal,Doom Metal,Epic Metal,Finnish Metal,Melodic Death Metal,Progressive Death,Progressive Metal,Doom Metal,Progressive Death,Progressive Metal,,,,,,,,,,,,,,,,56
Wino and Conny Ochs,Freedom Conspiracy,Steel Druhm,"March 23, 2015",American Metal,Folk Metal,,,,,,,,,,,,,,,,,,,,,,,,17
Unrest,Grindcore,Diabolus in Muzaka,"March 22, 2015",American Metal,Grind,,,,,,,,,,,,,,,,,,,,,4,7,Unspeakable Axe Records,5
Where Evil Follows,Portable Darkness,Steel Druhm,"March 21, 2015",American Metal,Heavy Metal,Power Metal,Progressive Metal,Heavy Metal,Power Metal,,,,,,,,,,,,,,,,,,,,18
Terra,Untitled,Mark Z.,"March 20, 2015",Black Metal,English Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3.5,8,Hibernacula Records,4
This page can’t be found.,,Mark Z.,"March 20, 2015",Black Metal,English Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3.5,8,Hibernacula Records,4
